filename,width,height,class,xmin,ymin,xmax,ymax
aug7_re_brownDie_2.jpg,600,400,brownDie,319.90738,175.5787,377.31482,236.80556
aug7_re_partyFavor_5.jpg,600,400,partyFavor,150.11575,193.86574,342.5926,285.5324
aug7_re_eyeball_7.jpg,600,400,eyeball,188.59799,174.82674,310.58875,295.89154
aug7_re_redWhistle_6.jpg,600,400,redWhistle,189.93054,146.18056,388.0787,254.74536
aug7_re_lavenderDie_12.jpg,509,600,lavenderDie,10.127616,259.28946,94.99005,344.20502
aug7_re_giftBag_1.jpg,600,400,giftBag,0.0,0.0,579.262,400.0
aug7_re_blueSunglasses_11.jpg,600,470,blueSunglasses,0.0,327.00003,357.53964,470.0
aug7_re_hairClip_9.jpg,600,400,hairClip,235.06944,164.00462,372.45367,286.4583
aug7_re_miniCards_9.jpg,600,400,miniCards,37.88453,58.452934,230.82433,263.4298
aug7_re_rubiksCube_9.jpg,600,400,rubiksCube,176.80615,108.794876,339.26477,270.5645
aug7_re_rubiksCube_8.jpg,600,400,rubiksCube,293.3388,206.06244,375.36874,288.01755
aug7_re_miniCards_8.jpg,600,400,miniCards,28.35276,208.8883,239.57962,394.53644
aug7_re_hairClip_8.jpg,600,400,hairClip,101.34204,116.73157,255.62445,268.5834
aug7_re_blueSunglasses_10.jpg,600,215,blueSunglasses,265.32825,51.217842,328.4954,92.17583
aug7_re_blueSunglasses_7.jpg,600,400,blueSunglasses,219.41212,83.01248,600.0,391.6942
aug7_re_sign_1.jpg,600,400,sign,200.72546,107.0077,502.88416,400.0
aug7_re_eyeball_12.jpg,600,400,eyeball,53.797527,173.13945,205.64938,339.1117
aug7_re_eyeball_6.jpg,600,400,eyeball,95.766426,89.87846,303.29172,295.60822
aug7_re_redWhistle_7.jpg,600,400,redWhistle,252.84341,162.52406,351.5569,226.10849
aug7_re_partyFavor_4.jpg,600,400,partyFavor,259.44702,128.9233,444.19043,297.4265
aug7_re_brownDie_3.jpg,600,400,brownDie,163.54358,200.64084,267.74316,299.8119
aug7_re_brownDie_1.jpg,600,400,brownDie,225.68309,176.17029,311.3027,262.18445
